,Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Previous_Payment_Prior_Jan,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,July_Payment_Status
9825,8000.0,2.0,3.0,1.0,44.0,0.0,166.0,4543.0,0.0,223.0,4559.0,0.0,209.0,4690.0,0.0,160.0,4196.0,0.0,160.0,4147.0,0.0,160.0,4219.0,0.0
9826,2800.0,1.0,1.0,1.0,42.0,0.0,444.0,4787.0,0.0,182.0,5089.0,2.0,0.0,5136.0,2.0,169.0,5007.0,0.0,170.0,4981.0,0.0,182.0,5010.0,0.0
9827,3300.0,1.0,1.0,1.0,25.0,-1.0,145.0,88.0,-1.0,60.0,145.0,0.0,35.0,193.0,-1.0,60.0,35.0,-1.0,60.0,46.0,0.0,148.0,99.0,0.0
9828,11100.0,2.0,2.0,2.0,29.0,-1.0,0.0,17.0,2.0,47.0,12.0,-1.0,69.0,47.0,-1.0,52.0,69.0,0.0,42.0,115.0,-1.0,40.0,42.0,0.0
9829,26900.0,2.0,1.0,1.0,45.0,0.0,403.0,2236.0,0.0,403.0,2365.0,0.0,402.0,2476.0,0.0,401.0,2329.0,0.0,402.0,2453.0,0.0,402.0,1975.0,0.0
9830,700.0,1.0,2.0,2.0,44.0,1.0,0.0,443.0,2.0,64.0,424.0,0.0,109.0,469.0,0.0,0.0,557.0,2.0,26.0,536.0,0.0,26.0,547.0,1.0
9831,3700.0,2.0,3.0,1.0,42.0,-1.0,59.0,59.0,-1.0,59.0,59.0,-1.0,59.0,59.0,-1.0,59.0,59.0,-1.0,59.0,59.0,-1.0,1385.0,59.0,0.0
9832,14500.0,1.0,1.0,2.0,29.0,1.0,0.0,-72.0,-2.0,364.0,-72.0,-1.0,33.0,258.0,-1.0,33.0,33.0,-1.0,33.0,33.0,-1.0,33.0,33.0,0.0
9833,8000.0,2.0,2.0,2.0,26.0,0.0,191.0,5034.0,0.0,263.0,5114.0,0.0,189.0,5254.0,0.0,175.0,5235.0,0.0,167.0,5286.0,0.0,169.0,4723.0,0.0
9834,9500.0,2.0,2.0,1.0,36.0,0.0,325.0,8764.0,0.0,325.0,8682.0,0.0,268.0,7514.0,0.0,400.0,7446.0,0.0,308.0,7667.0,0.0,240.0,7673.0,0.0
9835,3100.0,2.0,2.0,2.0,23.0,2.0,100.0,826.0,2.0,60.0,901.0,2.0,40.0,934.0,0.0,80.0,946.0,0.0,0.0,1005.0,2.0,42.0,983.0,0.0
9836,13300.0,2.0,2.0,1.0,43.0,0.0,80.0,1906.0,0.0,100.0,1956.0,0.0,52.0,2021.0,0.0,50.0,2024.0,0.0,81.0,1620.0,0.0,42.0,1241.0,0.0
9837,5700.0,2.0,2.0,2.0,31.0,0.0,280.0,5143.0,0.0,200.0,5309.0,0.0,200.0,5285.0,0.0,240.0,5065.0,0.0,240.0,5100.0,0.0,212.0,4772.0,0.0
9838,10000.0,2.0,2.0,2.0,31.0,0.0,300.0,7897.0,0.0,301.0,8073.0,0.0,320.0,8251.0,0.0,320.0,8439.0,0.0,320.0,8628.0,0.0,340.0,8748.0,0.0
9839,14700.0,1.0,2.0,2.0,39.0,1.0,0.0,13730.0,2.0,560.0,13376.0,0.0,480.0,13491.0,0.0,494.0,13606.0,0.0,480.0,13836.0,0.0,382.0,12887.0,1.0
9840,11100.0,2.0,1.0,2.0,27.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,327.0,0.0,-2.0,0.0,327.0,-2.0,9245.0,0.0,-2.0,132.0,45.0,0.0
9841,3100.0,1.0,3.0,1.0,41.0,0.0,203.0,9262.0,0.0,492.0,8933.0,-1.0,0.0,8256.0,-1.0,50.0,0.0,-1.0,1410.0,50.0,-1.0,46.0,1344.0,0.0
9842,5300.0,2.0,2.0,1.0,29.0,2.0,180.0,3944.0,0.0,100.0,4006.0,0.0,40.0,2018.0,0.0,0.0,2000.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
9843,2100.0,1.0,2.0,1.0,30.0,0.0,403.0,837.0,0.0,101.0,1172.0,-1.0,318.0,101.0,-1.0,580.0,315.0,-1.0,85.0,580.0,-1.0,121.0,85.0,0.0
9844,3300.0,1.0,1.0,2.0,27.0,-1.0,807.0,63.0,-1.0,0.0,807.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,36.0,0.0,1.0
9845,3100.0,2.0,3.0,2.0,25.0,0.0,164.0,1637.0,0.0,0.0,1775.0,2.0,72.0,1735.0,0.0,72.0,1766.0,0.0,72.0,1803.0,0.0,80.0,1839.0,0.0
9846,2500.0,2.0,2.0,2.0,23.0,0.0,60.0,315.0,0.0,80.0,370.0,0.0,50.0,443.0,0.0,200.0,485.0,0.0,40.0,676.0,0.0,28.0,705.0,1.0
9847,2100.0,2.0,2.0,1.0,43.0,-2.0,16.0,59.0,-2.0,16.0,16.0,-2.0,16.0,16.0,-2.0,16.0,16.0,-2.0,0.0,16.0,-2.0,31.0,0.0,0.0
9848,4900.0,2.0,2.0,1.0,38.0,0.0,173.0,4586.0,0.0,168.0,4684.0,0.0,168.0,4682.0,0.0,172.0,4699.0,0.0,176.0,4709.0,0.0,168.0,4751.0,0.0
9849,9900.0,2.0,1.0,1.0,27.0,-1.0,269.0,191.0,-1.0,936.0,269.0,-1.0,240.0,936.0,0.0,0.0,529.0,0.0,120.0,326.0,0.0,726.0,206.0,0.0
9850,9100.0,2.0,3.0,3.0,49.0,0.0,400.0,1645.0,0.0,200.0,2015.0,0.0,200.0,2182.0,0.0,88.0,2345.0,0.0,400.0,2394.0,0.0,200.0,2753.0,0.0
9851,11100.0,1.0,2.0,2.0,32.0,2.0,276.0,4276.0,2.0,264.0,4422.0,2.0,188.0,4555.0,2.0,204.0,4609.0,2.0,0.0,4677.0,2.0,168.0,4504.0,0.0
9852,10500.0,2.0,5.0,2.0,38.0,0.0,400.0,6984.0,0.0,400.0,7004.0,0.0,305.0,7044.0,0.0,280.0,6225.0,0.0,320.0,5679.0,0.0,280.0,5652.0,0.0
9853,6100.0,2.0,1.0,2.0,32.0,1.0,10.0,0.0,-1.0,1779.0,10.0,-1.0,742.0,1779.0,-1.0,680.0,742.0,0.0,3831.0,1303.0,-1.0,3999.0,3831.0,1.0
9854,19900.0,2.0,2.0,1.0,49.0,-2.0,207.0,515.0,-2.0,168.0,207.0,-2.0,300.0,168.0,-2.0,188.0,300.0,-2.0,2332.0,188.0,-2.0,1440.0,2332.0,0.0
9855,1900.0,2.0,2.0,2.0,32.0,0.0,87.0,1872.0,0.0,79.0,1851.0,0.0,45.0,1731.0,0.0,200.0,589.0,0.0,40.0,783.0,0.0,18.0,598.0,1.0
9856,2400.0,1.0,2.0,2.0,32.0,1.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,0.0,-3.0,-2.0,680.0,-3.0,-1.0,520.0,670.0,0.0
9857,6500.0,1.0,2.0,2.0,30.0,0.0,76.0,1530.0,0.0,80.0,1557.0,0.0,80.0,690.0,0.0,12.0,739.0,0.0,258.0,142.0,-1.0,120.0,258.0,0.0
9858,6700.0,2.0,1.0,1.0,28.0,0.0,120.0,812.0,0.0,40.0,586.0,0.0,200.0,289.0,0.0,128.0,396.0,-1.0,2.0,128.0,-1.0,0.0,2.0,0.0
9859,13700.0,2.0,3.0,1.0,39.0,-1.0,802.0,651.0,-1.0,365.0,801.0,-1.0,379.0,363.0,-1.0,506.0,378.0,-1.0,292.0,506.0,-1.0,397.0,292.0,0.0
9860,5300.0,2.0,2.0,1.0,47.0,-1.0,120.0,93.0,-1.0,120.0,1.0,-1.0,40.0,104.0,-1.0,36.0,41.0,-1.0,0.0,-45.0,-2.0,80.0,-98.0,1.0
9861,8900.0,2.0,2.0,1.0,50.0,0.0,108.0,1125.0,0.0,61.0,1214.0,0.0,68.0,1255.0,0.0,120.0,1302.0,0.0,120.0,1401.0,0.0,120.0,1497.0,1.0
9862,7100.0,2.0,3.0,1.0,42.0,-2.0,0.0,50.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9863,3200.0,2.0,5.0,1.0,21.0,-1.0,0.0,200.0,-1.0,1257.0,0.0,-1.0,120.0,1257.0,0.0,120.0,978.0,0.0,0.0,1077.0,0.0,0.0,0.0,0.0
9864,20800.0,2.0,1.0,2.0,34.0,0.0,200.0,2301.0,0.0,280.0,2436.0,0.0,200.0,2269.0,0.0,200.0,2230.0,0.0,200.0,2316.0,0.0,200.0,2166.0,0.0
9865,2000.0,1.0,3.0,1.0,43.0,1.0,121.0,3423.0,2.0,1.0,3160.0,2.0,161.0,2777.0,0.0,101.0,2568.0,0.0,317.0,2324.0,0.0,4.0,2293.0,0.0
9866,8000.0,2.0,2.0,1.0,27.0,0.0,1006.0,2461.0,0.0,103.0,2662.0,0.0,32.0,2154.0,0.0,2.0,1482.0,0.0,603.0,792.0,0.0,1788.0,834.0,0.0
9867,1200.0,2.0,2.0,2.0,21.0,-2.0,0.0,13.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9868,5300.0,2.0,1.0,2.0,27.0,0.0,240.0,4958.0,0.0,360.0,5115.0,0.0,0.0,5336.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9869,14500.0,2.0,1.0,2.0,33.0,0.0,205.0,1259.0,0.0,200.0,1272.0,0.0,200.0,728.0,0.0,200.0,525.0,0.0,201.0,462.0,0.0,182.0,438.0,0.0
9870,2900.0,2.0,3.0,1.0,37.0,0.0,104.0,2965.0,0.0,100.0,2887.0,0.0,90.0,2807.0,0.0,80.0,2629.0,0.0,80.0,2219.0,0.0,71.0,2131.0,0.0
9871,3600.0,2.0,2.0,1.0,43.0,1.0,0.0,1145.0,1.0,0.0,-95.0,-2.0,0.0,-95.0,-2.0,0.0,-95.0,-2.0,0.0,-95.0,-2.0,0.0,-95.0,1.0
9872,3900.0,1.0,3.0,1.0,29.0,2.0,0.0,2737.0,2.0,382.0,2671.0,2.0,0.0,2982.0,2.0,108.0,2910.0,0.0,108.0,2965.0,0.0,125.0,3024.0,1.0
9873,5300.0,2.0,3.0,2.0,23.0,0.0,168.0,3606.0,0.0,180.0,3678.0,0.0,200.0,3763.0,0.0,144.0,3864.0,0.0,1000.0,3908.0,0.0,200.0,4841.0,1.0
9874,7300.0,2.0,3.0,1.0,41.0,-1.0,168.0,244.0,-1.0,557.0,143.0,-1.0,444.0,557.0,-1.0,127.0,444.0,-1.0,79.0,127.0,-1.0,131.0,79.0,0.0
9875,4900.0,2.0,1.0,2.0,26.0,0.0,120.0,407.0,0.0,120.0,496.0,0.0,160.0,570.0,0.0,160.0,674.0,0.0,200.0,699.0,0.0,200.0,864.0,0.0
9876,3900.0,1.0,1.0,1.0,34.0,1.0,52.0,695.0,2.0,0.0,724.0,2.0,120.0,701.0,2.0,0.0,808.0,2.0,40.0,790.0,0.0,40.0,811.0,0.0
9877,12100.0,1.0,2.0,1.0,38.0,-2.0,174.0,635.0,-2.0,0.0,174.0,-2.0,88.0,0.0,-2.0,99.0,88.0,-2.0,303.0,99.0,-2.0,0.0,303.0,0.0
9878,3600.0,2.0,2.0,2.0,22.0,1.0,0.0,1591.0,3.0,1.0,1553.0,2.0,73.0,1466.0,0.0,47.0,1310.0,0.0,54.0,1324.0,0.0,49.0,1332.0,0.0
9879,13600.0,2.0,1.0,2.0,43.0,-2.0,87.0,109.0,-2.0,166.0,87.0,-2.0,518.0,164.0,-2.0,455.0,518.0,-2.0,97.0,455.0,-2.0,89.0,97.0,0.0
9880,1300.0,1.0,2.0,2.0,31.0,0.0,43.0,527.0,0.0,40.0,319.0,0.0,125.0,124.0,-1.0,295.0,125.0,-1.0,0.0,295.0,0.0,33.0,130.0,0.0
9881,8500.0,2.0,1.0,1.0,44.0,1.0,0.0,0.0,-2.0,100.0,0.0,-1.0,0.0,100.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,1.0
9882,2900.0,2.0,2.0,1.0,38.0,3.0,0.0,816.0,2.0,124.0,791.0,2.0,0.0,889.0,2.0,60.0,863.0,2.0,60.0,909.0,2.0,0.0,948.0,1.0
9883,3600.0,1.0,2.0,1.0,43.0,-2.0,8.0,8.0,-2.0,8.0,8.0,-2.0,68.0,8.0,-2.0,71.0,68.0,-2.0,157.0,71.0,-2.0,430.0,157.0,0.0
9884,3100.0,2.0,3.0,1.0,37.0,0.0,40.0,198.0,0.0,0.0,152.0,0.0,0.0,0.0,-2.0,69.0,0.0,-1.0,0.0,69.0,-1.0,0.0,0.0,0.0
9885,4100.0,2.0,2.0,2.0,26.0,-1.0,52.0,462.0,-1.0,0.0,52.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9886,7100.0,2.0,2.0,2.0,31.0,-1.0,313.0,166.0,-1.0,94.0,313.0,-1.0,743.0,94.0,-1.0,462.0,743.0,-1.0,172.0,462.0,-1.0,493.0,172.0,0.0
9887,7900.0,2.0,1.0,2.0,25.0,0.0,60.0,745.0,0.0,48.0,640.0,0.0,12.0,652.0,0.0,280.0,599.0,0.0,320.0,822.0,0.0,160.0,632.0,0.0
9888,2000.0,2.0,1.0,2.0,21.0,0.0,56.0,759.0,0.0,66.0,791.0,0.0,40.0,843.0,0.0,40.0,857.0,0.0,40.0,877.0,0.0,48.0,903.0,0.0
9889,700.0,1.0,5.0,2.0,24.0,0.0,122.0,823.0,0.0,59.0,811.0,0.0,44.0,776.0,0.0,40.0,1598.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
9890,9300.0,2.0,1.0,2.0,49.0,2.0,0.0,5.0,2.0,44.0,0.0,-1.0,0.0,44.0,-1.0,85.0,0.0,-1.0,0.0,85.0,-1.0,117.0,0.0,1.0
9891,10500.0,2.0,3.0,2.0,35.0,0.0,40.0,303.0,0.0,111.0,143.0,-2.0,1.0,111.0,-2.0,0.0,-1.0,-2.0,484.0,-1.0,-1.0,81.0,483.0,0.0
9892,6300.0,1.0,1.0,2.0,41.0,-2.0,0.0,2080.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9893,2100.0,1.0,3.0,2.0,27.0,0.0,200.0,1587.0,0.0,80.0,1747.0,2.0,0.0,1788.0,2.0,80.0,1747.0,0.0,240.0,1786.0,0.0,12.0,1980.0,0.0
9894,1900.0,1.0,1.0,2.0,32.0,1.0,0.0,286.0,2.0,120.0,275.0,2.0,0.0,384.0,2.0,80.0,372.0,0.0,40.0,433.0,0.0,60.0,466.0,0.0
9895,8000.0,2.0,2.0,1.0,34.0,-1.0,233.0,363.0,-1.0,1.0,231.0,-1.0,364.0,-27.0,-1.0,1.0,210.0,2.0,127.0,154.0,-1.0,56.0,126.0,0.0
9896,1300.0,2.0,3.0,1.0,28.0,-1.0,599.0,140.0,-1.0,398.0,597.0,-1.0,0.0,397.0,0.0,401.0,321.0,0.0,15.0,588.0,0.0,0.0,299.0,0.0
9897,7200.0,2.0,1.0,2.0,39.0,0.0,400.0,1384.0,0.0,200.0,1745.0,0.0,600.0,1867.0,0.0,200.0,1277.0,0.0,80.0,1357.0,0.0,200.0,1409.0,0.0
9898,3100.0,2.0,2.0,1.0,43.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9899,3300.0,2.0,2.0,2.0,25.0,0.0,85.0,2255.0,0.0,81.0,2292.0,0.0,79.0,2321.0,0.0,120.0,2262.0,0.0,120.0,2316.0,0.0,91.0,2346.0,0.0
9900,2100.0,2.0,2.0,2.0,21.0,0.0,82.0,2057.0,0.0,79.0,1930.0,0.0,54.0,1756.0,0.0,32.0,1413.0,0.0,33.0,966.0,0.0,33.0,917.0,0.0
9901,1500.0,2.0,2.0,2.0,21.0,0.0,80.0,1576.0,0.0,80.0,1573.0,0.0,80.0,1530.0,0.0,60.0,1572.0,0.0,60.0,1595.0,0.0,80.0,1586.0,0.0
9902,6400.0,2.0,1.0,2.0,30.0,0.0,180.0,5857.0,0.0,176.0,4304.0,0.0,120.0,3596.0,0.0,96.0,3639.0,0.0,100.0,3290.0,0.0,100.0,3360.0,0.0
9903,5200.0,1.0,1.0,2.0,35.0,0.0,120.0,932.0,0.0,80.0,563.0,0.0,3720.0,622.0,0.0,160.0,4322.0,0.0,201.0,3748.0,0.0,160.0,3894.0,0.0
9904,12700.0,1.0,1.0,2.0,31.0,-2.0,1141.0,366.0,-2.0,531.0,1046.0,-2.0,702.0,527.0,-2.0,2670.0,698.0,-2.0,576.0,2656.0,-2.0,2107.0,573.0,0.0
9905,5900.0,2.0,2.0,2.0,48.0,-2.0,316.0,339.0,-2.0,358.0,316.0,-2.0,31.0,358.0,-2.0,300.0,31.0,-2.0,0.0,300.0,-2.0,0.0,0.0,0.0
9906,2000.0,1.0,2.0,2.0,29.0,0.0,90.0,100.0,0.0,0.0,181.0,2.0,13.0,171.0,0.0,0.0,184.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0
9907,5200.0,2.0,3.0,3.0,42.0,-1.0,2800.0,637.0,0.0,32.0,3292.0,-1.0,62.0,16.0,-1.0,0.0,62.0,0.0,31.0,31.0,-1.0,147.0,31.0,0.0
9908,10800.0,1.0,1.0,1.0,40.0,-2.0,0.0,426.0,-2.0,125.0,0.0,-2.0,365.0,613.0,-2.0,9025.0,364.0,-1.0,298.0,9024.0,-1.0,2782.0,298.0,0.0
9909,1100.0,1.0,2.0,2.0,62.0,0.0,56.0,943.0,0.0,61.0,983.0,0.0,57.0,1028.0,0.0,31.0,1065.0,0.0,21.0,1078.0,0.0,26.0,586.0,0.0
9910,3100.0,2.0,2.0,2.0,25.0,0.0,48.0,301.0,0.0,44.0,201.0,0.0,40.0,224.0,0.0,1600.0,244.0,0.0,68.0,1814.0,0.0,68.0,1835.0,0.0
9911,2100.0,2.0,2.0,1.0,44.0,0.0,98.0,1994.0,0.0,88.0,1966.0,0.0,47.0,1969.0,0.0,49.0,1172.0,0.0,43.0,1176.0,0.0,43.0,1193.0,0.0
9912,8500.0,1.0,3.0,2.0,29.0,-1.0,80.0,897.0,-1.0,1816.0,80.0,-1.0,1126.0,1816.0,-1.0,116.0,1126.0,0.0,0.0,254.0,0.0,897.0,116.0,0.0
9913,8100.0,2.0,2.0,1.0,29.0,0.0,360.0,7790.0,0.0,284.0,7881.0,0.0,284.0,7871.0,0.0,296.0,7785.0,0.0,288.0,7954.0,0.0,292.0,7862.0,0.0
9914,2000.0,1.0,3.0,1.0,49.0,0.0,120.0,1690.0,0.0,100.0,1770.0,0.0,79.0,2564.0,0.0,47.0,1336.0,0.0,50.0,1364.0,0.0,53.0,1395.0,0.0
9915,2000.0,1.0,2.0,2.0,26.0,1.0,0.0,2123.0,4.0,0.0,2079.0,3.0,72.0,2032.0,2.0,4.0,2061.0,2.0,96.0,2029.0,0.0,77.0,2052.0,0.0
9916,11200.0,2.0,1.0,1.0,39.0,1.0,504.0,18.0,-2.0,0.0,499.0,-2.0,124.0,0.0,-1.0,10.0,124.0,-1.0,80.0,10.0,-1.0,8.0,80.0,0.0
9918,2100.0,2.0,2.0,2.0,26.0,0.0,188.0,1856.0,0.0,80.0,2001.0,2.0,0.0,2036.0,2.0,88.0,1944.0,0.0,80.0,1907.0,0.0,80.0,1816.0,0.0
9919,1900.0,2.0,2.0,1.0,40.0,0.0,70.0,1541.0,0.0,60.0,1144.0,0.0,60.0,1124.0,0.0,40.0,1115.0,0.0,44.0,1087.0,0.0,48.0,1098.0,0.0
9920,8100.0,2.0,2.0,2.0,25.0,0.0,43.0,502.0,0.0,41.0,458.0,0.0,469.0,192.0,-1.0,104.0,469.0,0.0,14.0,492.0,0.0,10.0,432.0,0.0
9921,2100.0,2.0,2.0,1.0,39.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9922,4900.0,2.0,2.0,1.0,43.0,2.0,160.0,1474.0,0.0,80.0,1609.0,0.0,140.0,1650.0,0.0,140.0,1763.0,0.0,120.0,1867.0,2.0,0.0,1951.0,1.0
9923,10500.0,2.0,1.0,1.0,32.0,0.0,280.0,5477.0,0.0,208.0,5575.0,0.0,600.0,5633.0,0.0,300.0,6121.0,0.0,280.0,6244.0,0.0,120.0,6356.0,0.0
9924,1200.0,1.0,2.0,2.0,29.0,2.0,72.0,964.0,0.0,60.0,1008.0,0.0,64.0,1040.0,0.0,40.0,1084.0,0.0,84.0,1098.0,0.0,56.0,1168.0,0.0
9925,900.0,1.0,1.0,2.0,32.0,-1.0,108.0,3312.0,0.0,240.0,3414.0,0.0,120.0,3646.0,0.0,240.0,3716.0,0.0,6.0,3948.0,0.0,73.0,6.0,0.0
9926,6100.0,2.0,2.0,2.0,26.0,0.0,262.0,5871.0,0.0,400.0,5564.0,0.0,190.0,5375.0,0.0,132.0,5384.0,0.0,91.0,3644.0,0.0,28.0,2739.0,0.0
9927,11600.0,2.0,1.0,1.0,38.0,-1.0,11.0,11.0,-1.0,11.0,11.0,-1.0,11.0,11.0,-1.0,11.0,11.0,-1.0,11.0,11.0,-1.0,11.0,11.0,0.0
9928,2000.0,2.0,2.0,2.0,24.0,3.0,0.0,905.0,2.0,128.0,878.0,2.0,36.0,979.0,2.0,40.0,988.0,0.0,100.0,1011.0,0.0,0.0,1095.0,1.0
9929,2100.0,2.0,1.0,2.0,30.0,0.0,1121.0,797.0,0.0,520.0,1444.0,0.0,0.0,1184.0,2.0,80.0,1111.0,2.0,40.0,1146.0,2.0,200.0,1163.0,0.0
9930,11100.0,1.0,3.0,1.0,48.0,-1.0,113.0,567.0,-1.0,1669.0,110.0,-1.0,84.0,1667.0,0.0,14.0,1349.0,0.0,3.0,678.0,0.0,326.0,540.0,0.0
9931,15300.0,2.0,1.0,1.0,42.0,0.0,573.0,14601.0,0.0,603.0,14618.0,0.0,521.0,14019.0,0.0,601.0,13703.0,0.0,481.0,12318.0,0.0,481.0,12388.0,0.0
9932,14000.0,2.0,1.0,2.0,33.0,0.0,400.0,7262.0,0.0,800.0,7119.0,0.0,4002.0,6579.0,0.0,2400.0,7942.0,0.0,0.0,9302.0,2.0,200.0,6612.0,0.0
9933,9300.0,2.0,2.0,2.0,38.0,0.0,97.0,2892.0,0.0,103.0,2787.0,0.0,84.0,2643.0,0.0,80.0,2580.0,0.0,80.0,2420.0,0.0,84.0,2298.0,0.0
9934,1100.0,2.0,2.0,1.0,38.0,-1.0,0.0,112.0,-1.0,0.0,0.0,-2.0,1941.0,0.0,-1.0,39.0,1941.0,0.0,28.0,1972.0,-1.0,186.0,28.0,0.0
9935,8100.0,1.0,1.0,2.0,36.0,-1.0,170.0,60.0,-1.0,340.0,170.0,-1.0,0.0,329.0,-1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,96.0,0.0,0.0
9936,1200.0,1.0,2.0,1.0,33.0,0.0,60.0,498.0,0.0,60.0,538.0,0.0,80.0,577.0,0.0,80.0,634.0,0.0,0.0,693.0,2.0,144.0,679.0,1.0
9937,15900.0,1.0,1.0,2.0,37.0,-1.0,2011.0,138.0,-1.0,353.0,1988.0,-1.0,2000.0,353.0,-1.0,0.0,2318.0,2.0,348.0,1984.0,2.0,0.0,919.0,1.0
9938,2100.0,2.0,2.0,1.0,40.0,0.0,200.0,887.0,0.0,82.0,950.0,0.0,200.0,871.0,0.0,60.0,902.0,0.0,60.0,915.0,0.0,120.0,960.0,0.0
9939,900.0,2.0,1.0,2.0,25.0,2.0,0.0,12.0,2.0,0.0,12.0,2.0,0.0,12.0,2.0,0.0,12.0,2.0,0.0,12.0,2.0,0.0,12.0,1.0
9940,3300.0,1.0,1.0,1.0,30.0,0.0,0.0,3137.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0
9941,3300.0,2.0,3.0,1.0,38.0,1.0,142.0,3976.0,2.0,0.0,4020.0,2.0,156.0,3919.0,0.0,153.0,4010.0,0.0,140.0,4086.0,0.0,112.0,3673.0,1.0
9942,8100.0,1.0,1.0,2.0,26.0,-1.0,47.0,535.0,-1.0,589.0,47.0,-1.0,0.0,589.0,0.0,12.0,478.0,-1.0,130.0,12.0,-1.0,145.0,130.0,0.0
9943,7200.0,2.0,1.0,2.0,28.0,0.0,400.0,1612.0,0.0,400.0,1754.0,0.0,920.0,2031.0,0.0,200.0,2761.0,0.0,160.0,1281.0,0.0,140.0,1347.0,0.0
9944,2000.0,1.0,3.0,2.0,22.0,1.0,88.0,2094.0,2.0,0.0,2106.0,2.0,87.0,2042.0,0.0,80.0,1981.0,0.0,259.0,1688.0,0.0,0.0,798.0,1.0
9945,2400.0,2.0,2.0,2.0,26.0,1.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,6.0,0.0,-1.0,22.0,6.0,-1.0,47.0,22.0,0.0
9946,5700.0,1.0,1.0,2.0,34.0,0.0,376.0,2036.0,0.0,600.0,2376.0,0.0,0.0,2929.0,2.0,200.0,2280.0,0.0,283.0,2442.0,0.0,260.0,2683.0,0.0
9947,2400.0,2.0,3.0,2.0,46.0,-1.0,28.0,28.0,-1.0,28.0,28.0,-1.0,28.0,28.0,-1.0,28.0,28.0,-1.0,28.0,28.0,-1.0,15.0,28.0,1.0
9948,17700.0,2.0,1.0,1.0,31.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,4.0,0.0,-1.0,12.0,4.0,0.0
9949,800.0,2.0,2.0,1.0,43.0,1.0,0.0,336.0,2.0,99.0,325.0,2.0,0.0,412.0,2.0,21.0,399.0,0.0,15.0,413.0,0.0,25.0,416.0,0.0
9950,3500.0,1.0,2.0,2.0,32.0,1.0,0.0,2011.0,2.0,80.0,561.0,0.0,807.0,505.0,-1.0,2940.0,807.0,-1.0,120.0,2940.0,0.0,160.0,2904.0,0.0
9951,1500.0,1.0,1.0,2.0,26.0,1.0,0.0,1157.0,2.0,60.0,1127.0,0.0,43.0,1156.0,0.0,160.0,1180.0,0.0,0.0,1320.0,3.0,0.0,1288.0,1.0
9952,19600.0,1.0,2.0,2.0,42.0,0.0,644.0,18221.0,0.0,800.0,18589.0,0.0,760.0,19115.0,0.0,640.0,19552.0,0.0,640.0,17083.0,0.0,600.0,17447.0,0.0
9953,11100.0,2.0,1.0,2.0,30.0,-1.0,26.0,24.0,-1.0,102.0,26.0,-1.0,14.0,102.0,-1.0,46.0,14.0,-1.0,31.0,46.0,-1.0,7.0,31.0,0.0
9954,2500.0,1.0,1.0,2.0,38.0,0.0,82.0,2199.0,0.0,82.0,2246.0,0.0,89.0,2290.0,0.0,88.0,2342.0,0.0,96.0,2334.0,0.0,76.0,2390.0,0.0
9955,4800.0,2.0,2.0,1.0,29.0,-1.0,27.0,27.0,-1.0,27.0,27.0,-1.0,55.0,27.0,-1.0,0.0,55.0,0.0,33.0,27.0,-1.0,27.0,33.0,0.0
